-0.248068,-0.534251,0.372838,0.1
-0.866882,-0.243021,0.674679,0.1
0.494772,-0.928691,-0.121664,0.1
-0.938156,-0.475487,0.505922,0.1
0.419582,0.0147042,0.670859,0.1
-0.20839,0.561221,0.590993,0.1
-0.697654,0.504793,0.961895,0.1
-0.104289,0.25443,0.629369,0.1
-0.285394,-0.337123,0.198705,0.1
0.942532,0.186057,0.881519,0.1
-0.403163,-0.461014,0.770076,0.1
-0.241872,-0.547279,0.533517,0.1
0.589306,0.831109,0.962867,0.1
-0.770019,-0.577137,1.13113,0.1
0.335537,-0.786207,0.662282,0.1
0.695529,-0.186642,1.07162,0.1
-0.257973,0.92917,-0.123209,0.1
0.0413015,0.40784,0.775239,0.1
0.366455,-0.700859,1.05543,0.1
0.999363,0.307974,1.05106,0.1
-0.639425,-0.831019,0.749587,0.1
0.60131,-0.944996,0.584075,0.1
-0.964341,-0.944046,1.12373,0.1
-0.0873409,-0.829465,0.626919,0.1
0.370392,0.585147,0.628149,0.1
0.0713246,0.297249,1.08467,0.1
-0.402887,-0.709523,0.944626,0.1
0.39903,0.224713,0.881275,0.1
-0.0351541,-0.900274,0.855698,0.1
0.862923,-0.440941,1.18029,0.1
-0.688783,0.2987,0.792294,0.1
0.764632,0.46256,0.0835039,0.1
0.76587,0.4968,0.272061,0.1
-0.611941,0.582169,0.596432,0.1
-0.529243,0.804338,-0.027568,0.1
-0.818978,-0.431546,1.14365,0.1
-0.202539,0.189605,0.534727,0.1
-0.495556,0.126366,-0.07608,0.1
0.572375,-0.710102,-0.148328,0.1
0.192135,-0.117212,1.04109,0.1
-0.215029,0.401697,0.97419,0.1
0.455548,0.975343,-0.14354,0.1
-0.513944,-0.961748,1.00141,0.1
-0.436859,-0.643187,-0.059981,0.1
0.298972,0.788057,0.936192,0.1
0.585668,0.173985,0.901806,0.1
0.361853,0.257116,0.372527,0.1
-0.454567,-0.769687,-0.163884,0.1
0.0621588,-0.116835,0.850169,0.1
-0.198808,-0.205032,0.223202,0.1
0.534407,-0.066891,0.699294,0.1
-0.0972042,0.297022,0.36314,0.1
-0.601386,-0.14072,0.61406,0.1
-0.947535,0.981682,0.687397,0.1
-0.718553,0.374022,0.726655,0.1
-0.749305,0.0482519,0.611577,0.1
-0.718858,0.380649,1.06124,0.1
0.660455,0.573676,0.288999,0.1
-0.846903,0.708704,-0.197672,0.1
-0.272906,-0.620429,0.925756,0.1
-0.743014,0.778256,0.954651,0.1
0.866403,0.57225,0.453856,0.1
0.029553,0.491641,0.593653,0.1
0.866186,0.874819,-0.180919,0.1
0.818665,0.284191,0.578075,0.1
0.277173,0.259205,0.240727,0.1
-0.351742,0.615503,0.579799,0.1
0.560292,0.795806,0.0500362,0.1
-0.895971,-0.794153,0.55216,0.1
0.347503,-0.779081,0.629476,0.1
-0.657188,-0.46826,0.348153,0.1
-0.55388,0.555703,0.364673,0.1
0.679442,0.406032,0.792593,0.1
-0.536712,-0.396332,1.19506,0.1
-0.161695,-0.23317,0.906762,0.1
